name,place_id,lat,lon,rating,price_level,types,formatted_address,business_status,website,international_phone_number,reviews_count
Hot Bun,ChIJWVwuj1ZF4joRqK-S46qUhLY,6.7483803,79.900975,4.7,2,"restaurant, food, point_of_interest, establishment","PWX2+995, Colombo Main Rd, Panadura 12500, Sri Lanka",OPERATIONAL,N/A,+94 77 237 3677,3
Bawa's Biriyani,ChIJO0mPC-tF4joRRSKH0z_Trog,6.7489617,79.90085540000001,3.0,2,"restaurant, food, point_of_interest, establishment","43 Diggala Rd, Panadura 12500, Sri Lanka",OPERATIONAL,N/A,N/A,0
Quattro Cafe - keselwatta,ChIJUXZ1DutF4joRFsmsQL5BE-g,6.749115199999999,79.9007761,4.2,1,"restaurant, food, point_of_interest, establishment","PWX2+P78, Galle road, Panadura 12500, Sri Lanka",OPERATIONAL,N/A,+94 382 256 556,133
Barakath Foods,ChIJ20uBoGxF4joRsjg9PAvRCKg,6.7519165,79.9008473,3.0,2,"restaurant, food, point_of_interest, establishment","QW22+Q89, Gammeda Rd, Panadura 10400, Sri Lanka",OPERATIONAL,N/A,N/A,0
Meal's the wok authentic chinese restaurant,ChIJ_SUvRiFP4joRSTFqTD6uTBU,6.750937899999999,79.96179819999999,5.0,2,"restaurant, food, point_of_interest, establishment","QX26+9PF, බණ්ඩාරගම පාර, Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 77 240 7923,1
Heritage Food hub,ChIJ-6zhRABP4joRd644ujOmph4,6.751031999999999,79.962035,3.0,2,"restaurant, food, point_of_interest, establishment","QX26+CR7, බණ්ඩාරගම පාර, Welmilla, Sri Lanka",OPERATIONAL,https://www.facebook.com/people/Heritage-Food-Hub/61564504792526/,+94 72 122 7822,0
Lakshan Family Restaurant,ChIJqfZBuGFP4joR9YZsnnYPOls,6.7511483,79.96214259999999,4.8,2,"restaurant, food, point_of_interest, establishment","QX26+FV2, බණ්ඩාරගම පාර, Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 71 389 6480,4
Hotel Manel,ChIJWVZjQQVP4joRIp_N45DGL7Q,6.748638799999999,79.962622,3.0,2,"restaurant, food, point_of_interest, establishment","PXX7+F25, Sri Lanka",OPERATIONAL,N/A,+94 112 818 064,0
Gemi Rasata Rasa Ambula Restaurant,ChIJn0t8UYJP4joRoaNInv_BX28,6.750790299999999,79.9566758,2.7,2,"restaurant, food, point_of_interest, establishment","229/A/11 Kesbewa Road, Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 74 002 3464,3
Kindelpitiya,ChIJ05Z2SNxP4joR5IJojTYCgYo,6.7523835,79.9563847,4.2,2,"restaurant, food, point_of_interest, establishment","QX24+XH2, Sri Lanka",OPERATIONAL,https://www.facebook.com/yasela.madurapeiris,+94 71 251 8324,70
Juice box sri lanka,ChIJEWjCKDZP4joRbbBuHr2hwSw,6.7531725,79.9564936,3.0,2,"restaurant, food, point_of_interest, establishment","Kesbewa-Kindelpitiya-Bandaragama Rd, Sri Lanka",OPERATIONAL,N/A,N/A,1
මියුරස ශ්‍රී ෆුඩ්ස් (Miyurasa Sri Fooda),ChIJP9acdgBP4joRkO-KoJMwyIQ,6.7499897,79.9652783,5.0,2,"restaurant, food, point_of_interest, establishment","No.3/A,Senapura,Kidelpitiya,Welmilla, Junction, Sri Lanka",OPERATIONAL,N/A,+94 77 660 9039,1
Lucky Kitchen,ChIJEbRmAt9O4joRE0bFjjeJFz8,6.7495892,79.9666867,3.8,2,"restaurant, food, point_of_interest, establishment","PXX8+RMM, Sri Lanka",OPERATIONAL,N/A,+94 77 209 6808,6
DFC food Hut,ChIJBUIvTIVP4joRnb0pm6OVaOc,6.7495542,79.9531148,5.0,2,"restaurant, food, point_of_interest, establishment","Kindelpitiya Temple, No 273/1 Hirana Rd, Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 71 352 0517,2
Cool Kitchen,ChIJiWMLRQBP4joR3ad8D6ZhjMI,6.7557049,79.9552152,4.2,2,"restaurant, food, point_of_interest, establishment","No. 243 A/4 Colombo Road, Bandaragama 12530, Sri Lanka",OPERATIONAL,N/A,+94 75 548 8320,37
SF Bites & Sweets,ChIJBxiCkAFP4joRMULOiB3DCDM,6.755968999999999,79.95517459999999,3.0,2,"restaurant, food, point_of_interest, establishment","Kahatawala Road, Bandaragama 12530, Sri Lanka",OPERATIONAL,N/A,+94 77 053 9735,0
Sree Shanmuga Vilas,ChIJxVs13xRP4joRa0CPVgr4A-U,6.748850999999999,79.9678067,4.2,2,"restaurant, food, point_of_interest, establishment","PXX9+G4V, Kesbewa-Kindelpitiya-Bandaragama Rd, Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 382 291 870,12
Vivek Bawan,ChIJXffh6d5O4joRReNJg1w3Lds,6.7487824,79.967861,3.9,1,"restaurant, food, point_of_interest, establishment","PXX9+G49, B216, Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 382 291 870,163
omirtha bawan,ChIJrbmhlDJP4joRxzx6peHbVew,6.748782299999999,79.9678612,4.5,2,"restaurant, food, point_of_interest, establishment","PXX9+G49, බණ්ඩාරගම පාර, Welmilla, Sri Lanka",OPERATIONAL,N/A,N/A,2
Paaruwa Nature Resort,ChIJA559VztP4joRqdtqoYVp9F8,6.745474400000001,79.9523845,3.6,2,"lodging, restaurant, food, point_of_interest, establishment","286, Hirana Road Kindelpitiya, Welmilla, Piliyandala 12534, Sri Lanka",OPERATIONAL,http://www.paaruwa.lk/,+94 77 418 8488,487
Chillies Avenue Restaurant,ChIJ5Y_YMwBP4joRrucMKvGEZ7E,6.7568936,79.95427169999999,3.0,2,"restaurant, food, point_of_interest, establishment","QX43+QP2, Kesbewa-Kindelpitiya-Bandaragama Rd, Panadura, Sri Lanka",OPERATIONAL,N/A,+94 77 989 9872,0
C & C විහිඳී බයිට් (කොච්චි වඩේ කඩේ ),ChIJS2sucHdP4joRWhXa-juYUSg,6.7571356,79.9542328,5.0,2,"restaurant, food, point_of_interest, establishment","කකහටවෙල කිඳෙල්පිටිය, බණ්ඩාරගම පාර, 12530, Sri Lanka",OPERATIONAL,N/A,+94 75 917 5565,4
Sumihiri Hotel Grocery,ChIJP5dA8hlP4joRhgAmYmQRVUI,6.757080999999999,79.9539705,4.0,2,"restaurant, food, point_of_interest, establishment","B216, Sri Lanka",OPERATIONAL,N/A,+94 382 293 598,54
Susiri Those Resturant (සුසිරි තෝසෙ කඩේ),ChIJJy7v4NhP4joRbGG49sOX9oQ,6.757562099999999,79.952497,4.3,1,"restaurant, food, point_of_interest, establishment","255/d Kesbewa-Kindelpitiya-Bandaragama Rd, Bandaragama, Sri Lanka",OPERATIONAL,N/A,+94 77 271 4384,110
අපේම රස,ChIJe5KdWQBP4joR_d_aofnRBtk,6.757853099999999,79.95180780000001,5.0,2,"restaurant, food, point_of_interest, establishment","බණ්ඩාරගම පාර, Sri Lanka",OPERATIONAL,N/A,N/A,1
Lakmini Hotel - ලක්මිණි හොටෙල්,ChIJ4Q-TbtxO4joRMqY5jsTKIfU,6.7483552,79.97145490000001,3.7,2,"restaurant, food, point_of_interest, establishment","PXXC+8HW, Welmilla, Sri Lanka",OPERATIONAL,N/A,N/A,12
Mandil Farmhouse,ChIJedH0mlNP4joR7I-NMhKOtBs,6.7502558,79.9482266,5.0,2,"restaurant, food, point_of_interest, establishment","QW2X+475, Sri Lanka",OPERATIONAL,https://www.facebook.com/yasela.madurapeiris,+94 71 262 9876,4
Angels Banglow Bolgoda,ChIJIRpCFgBP4joRMOAdb5ENGF4,6.7385746,79.9637676,5.0,2,"restaurant, food, point_of_interest, establishment","PXQ7+CGC, Bandaragama, Sri Lanka",OPERATIONAL,N/A,+94 77 741 8865,1
Apema Rasa Rotty Kade,ChIJ68XIBDZP4joR-OjP8K8yvdo,6.7585796,79.9488768,5.0,2,"restaurant, food, point_of_interest, establishment","බණ්ඩාරගම පාර, Sri Lanka",OPERATIONAL,N/A,N/A,2
Ex Pol Roti Kade,ChIJLc_ZJ9lP4joRCDV-6xz3He4,6.7587069,79.9488696,3.0,2,"restaurant, food, point_of_interest, establishment","QW5X+F94 Kindelpitiya bridge( කිදෙල්පිටිය පාළම, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,0
Gangula Foods,ChIJJyGKU6tP4joRDUw3bbDCCos,6.7453692,79.973798,4.5,2,"restaurant, food, point_of_interest, establishment","PXWF+4GV, B216, Welmilla, Sri Lanka",OPERATIONAL,N/A,N/A,2
Hot Master Restaurant,ChIJxeh3VJ9P4joR9XxDBqflj2I,6.7590865,79.94790309999999,4.3,2,"restaurant, food, point_of_interest, establishment","126/A/1 Jamburaliya, 144, 1 Lulwala Road, Piliyandala 10306, Sri Lanka",OPERATIONAL,N/A,+94 75 980 0700,484
RICE PLANET,ChIJc3z4pqZP4joR8olYYSesBJs,6.7597108,79.9479063,4.5,2,"restaurant, food, point_of_interest, establishment","98, Kesbewa 10300, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 76 191 5676,4
ආප්ප කඩේ,ChIJ61KOAPZP4joRZAFvfQOI1aw,6.7594451,79.97243619999999,4.1,2,"restaurant, food, point_of_interest, establishment","QX6F+72X, Road, Welmilla 10320, Sri Lanka",OPERATIONAL,N/A,N/A,7
Shake N Toast Cafeteria,ChIJCUh7iMZP4joRrYX1yDgcTUs,6.7599702,79.94761559999999,3.0,2,"restaurant, food, point_of_interest, establishment","123, Jamburaliya, Piliyandala 10500, Sri Lanka",OPERATIONAL,N/A,+94 75 742 4018,0
Online shopping center,ChIJpcxCOQBP4joRa7UGSeUoyGI,6.7447446,79.97546679999999,3.0,2,"restaurant, food, point_of_interest, establishment","PXVF+RP2, Welmilla, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sinha Strings,ChIJkw37NQBP4joR1kKOZeirwWk,6.7418912,79.9756304,3.0,2,"restaurant, food, point_of_interest, establishment","Welmilla, Sri Lanka",OPERATIONAL,N/A,+94 77 315 5728,0
Sun's Ray Kitchen,ChIJ0yX-xnJP4joRoU_lQMYw9XY,6.7613851,79.94502770000001,3.0,2,"restaurant, food, point_of_interest, establishment","147/1, Ayurvedic Hospital Road Jambureliya, Piliyandala 10306, Sri Lanka",OPERATIONAL,N/A,+94 71 664 1758,0
Tamergin family restaurant,ChIJ2eUM6IxP4joRNAil8lsdhKs,6.765939800000001,79.97045870000001,3.0,2,"restaurant, food, point_of_interest, establishment","158 palagama.polgasow, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 75 605 4905,0
Ruhan Restaurant,ChIJAbMpyTBP4joR2y3y3XrBZUE,6.7648756,79.9480372,4.0,2,"restaurant, food, point_of_interest, establishment","No 81 road, Bandaragama 10290, Sri Lanka",OPERATIONAL,N/A,+94 77 557 1973,1
Tharibay Online,ChIJMRAVWgdP4joRwcWdgbEJY-c,6.7448783,79.97862640000001,2.9,2,"restaurant, food, point_of_interest, store, establishment","132 Jaya Mawatha, Welmilla 12530, Sri Lanka",OPERATIONAL,N/A,N/A,15
Ceylon supiri foods 🍽️,ChIJ7XEEJgBP4joRbruzR8iIURY,6.7652373,79.9481941,5.0,2,"restaurant, food, point_of_interest, establishment","81 Kesbewa-Kindelpitiya-Bandaragama Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 613 8352,4
Rice කඩේ,ChIJa0BJOQBP4joRGmdMJa9qi3c,6.7700912,79.95884550000001,5.0,2,"restaurant, point_of_interest, food, establishment","QXC5+2GQ, Devala Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Bay Mark Bake Shop,ChIJJTiQ969P4joRH1PBMyDVGlM,6.740161899999999,79.9415483,4.9,2,"restaurant, point_of_interest, food, establishment","164 B Hirana Rd, Panadura, Sri Lanka",OPERATIONAL,N/A,+94 71 479 3151,17
CK Food Center,ChIJS6aPDoVP4joRa1BhGs2eGs0,6.767662100000001,79.94832579999999,3.0,2,"restaurant, point_of_interest, food, establishment","QW9X+388, Piliyandala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Freddy's,ChIJAf-2a35P4joR0ZN77MpC1Mg,6.738633,79.94195859999999,3.0,2,"restaurant, point_of_interest, food, establishment","Hirana Rd, Panadura 12500, Sri Lanka",OPERATIONAL,N/A,+94 71 573 7768,0
Delizia family restaurant,ChIJ8fGm06ZP4joRvlOebQBWd5U,6.759431699999999,79.979215,3.0,2,"restaurant, point_of_interest, food, establishment","QX5H+QMG, Thaldeka Road, Nainamadama, Sri Lanka",OPERATIONAL,N/A,+94 77 134 1230,0
The Best Food,ChIJF-etewBP4joR5O_TQnPYlxk,6.7623732,79.9788681,5.0,2,"restaurant, point_of_interest, food, establishment","127 Palagama Road, Sri Lanka",OPERATIONAL,N/A,N/A,2
Candy Caterers,ChIJl-E1Q2dP4joRAueFbtvGqlk,6.7378674,79.9408662,4.0,2,"restaurant, point_of_interest, food, establishment","No:60,Opposite 3rd Mile post, Panadura, Sri Lanka",OPERATIONAL,N/A,+94 74 068 7859,1
Master hopper,ChIJAUmpUABP4joRs9n8toSXWc8,6.772667999999999,79.9613735,3.0,2,"restaurant, point_of_interest, food, establishment","QXF6+3G9, Kadalla Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 76 079 1960,0
Mexicano kitchen,ChIJ5Qux2fFP4joRQNb_EhaMwcU,6.740952399999999,79.9811725,5.0,2,"restaurant, point_of_interest, food, establishment","Adunwenna road, Sri Lanka",OPERATIONAL,N/A,+94 71 533 1635,36
Shanghai S Chinese Restaurant,ChIJd-WknSRP4joRrVs81xP34ho,6.736509499999999,79.978664,3.0,2,"restaurant, point_of_interest, food, establishment","Dikhenapura Road, Munagama, PXPH+JF3, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,0
malabe,ChIJK7sBfRFP4joRX7VF-xRYLiQ,6.7364913,79.9787089,3.0,2,"restaurant, point_of_interest, food, establishment","PXPH+JF3, Horana, Sri Lanka",OPERATIONAL,N/A,N/A,0
Food Talk,ChIJnY7vcO1P4joRmoxkGycSE3o,6.766104299999999,79.9432866,4.5,2,"restaurant, point_of_interest, food, establishment","No 35, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 77 661 3400,6
Imakro Bakers & Restaurant,ChIJIxUaE-pJ4joR1d-GCmSlJUw,6.7358138,79.9792866,4.1,2,"restaurant, point_of_interest, food, establishment","No:301/B Kesbawa Rd, Bandaragama 12530, Sri Lanka",OPERATIONAL,https://www.facebook.com/pages/category/Bakery/Imakro-Bakers-Restaurant-111527227262728/,+94 382 290 500,154
Hot Jet,ChIJPWhjbclP4joRfZ3LGVLLeb0,6.7702332,79.94731209999999,4.7,2,"restaurant, point_of_interest, food, establishment","131 Batuwandara School Rd, Piliyandala, Sri Lanka",OPERATIONAL,N/A,+94 74 034 1110,3
The best food,ChIJi5WMewBP4joRT9ZZMIbZYZk,6.763856,79.97980129999999,5.0,2,"restaurant, point_of_interest, food, establishment","Weediyagoda Rd, Sri Lanka",OPERATIONAL,N/A,+94 77 418 7212,1
DFC කෑම,ChIJR-SJ6wZP4joRNrP2i609nqo,6.7363716,79.9399571,5.0,2,"restaurant, point_of_interest, food, establishment","273/1 Hirana Rd, Kindelpitiya,welmilla, junction, Sri Lanka",OPERATIONAL,N/A,N/A,1
King Rice,ChIJKUTFRABP4joROU-JCh_o_vs,6.7363504,79.93969550000001,4.5,2,"restaurant, point_of_interest, food, establishment","2c Medahenawatta Rd, Panadura, Sri Lanka",OPERATIONAL,N/A,+94 75 807 0722,4
TKT Products,ChIJ1Y9kPwRP4joRJwVYnDD7jRI,6.7674976,79.97728260000001,5.0,2,"restaurant, point_of_interest, food, establishment","QX8G+XWV, Unnamed Road, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 71 855 5833,10
Kema Kema Restaurant,ChIJR9w6eSZP4joRht30dk983-o,6.7339281,79.9794694,3.0,2,"restaurant, point_of_interest, food, establishment","බණ්ඩාරගම පාර, Sri Lanka",OPERATIONAL,N/A,N/A,0
Dilhan Sanjeewa home,ChIJYQ9PbABP4joROkFx0aybHVc,6.749918099999999,79.9990937,5.0,2,"restaurant, food, point_of_interest, establishment","279/P82, Kanaththagoda Road, Weediyagoda - Veedagama Road, Bandaragama, Sri Lanka",OPERATIONAL,N/A,N/A,1
Planters villa and cabana resort,ChIJL524BwBP4joRgSL74gKKhP0,6.745129899999999,79.99734219999999,4.8,2,"restaurant, food, point_of_interest, establishment","PXWW+3W, Bandaragama, Sri Lanka",OPERATIONAL,N/A,+94 77 615 3473,15
Nethma Hoppers,ChIJV-QnTChP4joRMuvzLQRn8K0,6.7639369,80.0038209,3.0,2,"restaurant, food, point_of_interest, establishment","Q273+HGG, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,2
Game Kade New,ChIJeYfDNOdN4joRBz6jvPRi6FU,6.757540199999999,80.0138982,3.0,2,"restaurant, food, point_of_interest, establishment","Q257+2H6, Colombo - Horana Rd, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,0
Himandi Hotel & Jeewananda Catering Service,ChIJbfRfO11N4joRRZbH4pN7Dqs,6.7568647,80.01440339999999,5.0,2,"restaurant, food, point_of_interest, establishment","Horana road, Kumbuka Rd, Gonapola 12410, Sri Lanka",OPERATIONAL,N/A,+94 71 906 1857,1
SaDev Restaurant & Cafe,ChIJySrzAQBN4joR4CfIkBYvmNU,6.737400000000001,80.0100956,4.8,2,"restaurant, cafe, food, point_of_interest, establishment","Galanigama Kumbuka Rd, Mawatha Waththa, Bandaragama 12530, Sri Lanka",OPERATIONAL,N/A,+94 77 152 5220,4
O2 foods,ChIJGyXRYABP4joRBQUt_nLFn3U,6.7657297,80.0044765,3.0,2,"restaurant, food, point_of_interest, establishment","Q283+7QX, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 071775333,0
Sandarenu Hotel,ChIJEdVppSZM4joRD53q_DGaHQc,6.759624199999999,80.0137546,4.3,2,"restaurant, food, point_of_interest, establishment","Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,3
Jagath lanka bake house,ChIJTSuTfrdN4joRBIDdYPhObAA,6.7353289,80.0090812,4.4,2,"restaurant, food, point_of_interest, establishment","97/F/1 Kumbuka Rd, Bandaragama, Sri Lanka",OPERATIONAL,N/A,+94 77 456 7890,11
K.S FOOD CENTER,ChIJTTPmqGJN4joResY2uzVy1vQ,6.7614965,80.0134088,3.0,2,"restaurant, food, point_of_interest, establishment","Q267+H9V Bus Stop, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 77 958 4967,0
අලුත් කඩේ (Aluth Kade),ChIJyRQuQgBN4joRNpsxf36FLQ0,6.7615773,80.0133955,5.0,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","141/2 Colombo - Horana Rd, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 75 398 4137,2
Taste Of Curry Paradise,ChIJofBYSQBN4joRrICdRaeBCOg,6.7617951,80.0133673,5.0,2,"restaurant, food, point_of_interest, establishment","NO 142, Pallannoruwa Gonapola - Weediyagoda Rd, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 74 309 0998,1
Chuti Bandi Kitchen,ChIJqYkvs79P4joR9zMeJ3J4QX4,6.7672336,79.99488029999999,3.0,2,"restaurant, food, point_of_interest, establishment","231/8/B, Thewaththa Road, Koralaima, gonapola, Horana 12410, Sri Lanka",OPERATIONAL,N/A,+94 78 342 6409,0
RESTA Fast Food,ChIJv_39jjtN4joRvNz-FV_ckS0,6.7631447,80.012553,4.3,2,"restaurant, food, point_of_interest, establishment","Q277+73C, Palannoruwa, Sri Lanka",OPERATIONAL,N/A,+94 77 244 0199,18
Thilani Foods,ChIJWR9RRABN4joRC9grm1ZDzJo,6.7563403,80.0171609,5.0,2,"restaurant, food, point_of_interest, establishment","Q248+GVM, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 77 734 6553,1
TISHEN FAMILY RESTAURANT,ChIJS6XaJABN4joRTZRfEJbj5GU,6.7630106,80.0128135,4.9,2,"restaurant, food, point_of_interest, establishment","219 Colombo - Horana Rd, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 70 505 0351,7
Cafffeine - The Coffee Shop,ChIJ62Kv3OhN4joRzjh7senQ9kg,6.734628499999999,80.00986979999999,4.8,2,"restaurant, food, point_of_interest, establishment","P2M5+VW5, Unnamed Road, Bandaragama, Sri Lanka",OPERATIONAL,N/A,+94 76 925 6106,4
දසනායක හෝටලය,ChIJA3bkaiZM4joRMi2uyvq_gzg,6.762759399999999,80.0131492,5.0,2,"restaurant, food, point_of_interest, establishment","Q277+472, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,5
Villa Tashen,ChIJo-R9enVN4joRrrHXU_ZIf6E,6.7625345,80.0136983,5.0,2,"restaurant, food, point_of_interest, establishment","Q277+2F8 Bus Stop, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,1
මස්සිනා FOODS,ChIJO_24EgBN4joRBFDg7Ipz-Wk,6.7646458,80.0119215,4.3,2,"restaurant, food, point_of_interest, establishment","Q276+VQ3, Palannoruwa, Sri Lanka",OPERATIONAL,N/A,+94 76 149 3450,3
Food Talk Restaurant Online,ChIJid4UlrpN4joR9JW7Ti0pv2o,6.7453315,80.0184204,4.4,2,"restaurant, food, point_of_interest, establishment","P2V9+X7X, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 77 805 7965,9
ආදි ෆුඩ්ස්,ChIJ_6cJ6exN4joRi6VtM18PSmc,6.7636736,80.013401,2.5,2,"restaurant, food, point_of_interest, establishment","Q277+F85, Gonapola, Sri Lanka",CLOSED_TEMPORARILY,https://www.facebook.com/achintha.lakshan.5076,+94 71 587 9831,2
The Stallion Food Outlet,ChIJQ-PRAgpN4joR3QAuAP5ZWDs,6.7662514,80.010188,3.7,2,"restaurant, food, point_of_interest, establishment","Q286+G34, Nayagoda road, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 70 303 8308,3
The Paddock Restaurant,ChIJzykrJgBP4joRB-l0iGO0PEk,6.7368976,79.9849307,4.8,2,"restaurant, food, point_of_interest, establishment","162/F Maithree Mawatha, Bandaragama 12530, Sri Lanka",OPERATIONAL,https://www.thepearlbay.com/,+94 114 226 000,5
The Titan Restaurant,ChIJ9yqyy01P4joRx3apzndMnxM,6.7373603,79.983792,4.8,2,"restaurant, food, point_of_interest, establishment","1st Cross Rd, Sri Lanka",OPERATIONAL,http://www.thepearlbay.com/,N/A,5
Roast chicken shop,ChIJQz67QiRP4joRGnstF0WiPkg,6.7700194,80.0052054,3.0,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","Q2C4+234, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
දිගන්ත බොජුන්හල | Digantha Bojunhala,ChIJw2hB97dP4joRzGYKKX_UOuw,6.7701005,80.005149,4.9,2,"restaurant, food, point_of_interest, establishment","Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 77 698 9571,8
L & D Foods Sri lanka,ChIJv2ZqW7BP4joRHj1jJNiNcN4,6.770327399999999,80.00440119999999,5.0,2,"restaurant, food, point_of_interest, establishment","05 silverwali watha, Weniwelkola-Koralima Rd, Gonapola 12410, Sri Lanka",OPERATIONAL,N/A,+94 71 305 5814,1
My Taste Restaurant,ChIJE26RboFO4joRBkV67OnzNyA,6.7702317,80.00504769999999,3.0,2,"restaurant, food, point_of_interest, establishment","Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
Jingles spicy,ChIJ48mEAbxP4joRFRp_F_WZv5Y,6.770716500000001,80.0037036,3.0,2,"restaurant, food, point_of_interest, establishment","718/18/A, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 77 629 2141,2
Thileeso restaurant,ChIJi5GZjhdP4joRaw0TQvk2S-I,6.7711301,79.99840379999999,3.0,2,"restaurant, food, point_of_interest, establishment","333/2 thewaththa road, Gonapola, Sri Lanka",OPERATIONAL,https://www.facebook.com/share/1Fv8oiNnmb/?mibextid=wwXIfr,+94 71 438 9112,0
Andare Restaurant & BYOB,ChIJbZqyCwBP4joRgPiNEaS2FYM,6.771135999999999,80.00415,3.0,2,"restaurant, food, point_of_interest, establishment","Colombo - Horana Rd, Polgasowita, Sri Lanka",OPERATIONAL,N/A,+94 75 574 1960,0
House my new,ChIJ87xeHgBT4joRSZedp7yu9pc,6.7692992,80.01057349999999,3.0,2,"restaurant, food, point_of_interest, establishment","90/ 226, Canterbury Golf Resorts, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,0
Mahesh shop,ChIJfQ3tPABN4joRUbufwO906FU,6.749694499999999,80.0223639,3.0,2,"restaurant, food, point_of_interest, establishment","P2XC+VW9, B84, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sahan Family Restaurant,ChIJU-iDcQBJ4joRumL__gnH9nE,6.73035,79.9891517,5.0,2,"restaurant, food, point_of_interest, establishment","PXJR+434, Bandaragama, Sri Lanka",OPERATIONAL,N/A,+94 77 693 7753,5
Tasty King,ChIJPZ2m2YBO4joRy7FaHkbA3hE,6.7721398,80.0040356,3.0,2,"restaurant, food, point_of_interest, establishment","Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
Rasadhara Restaurant,ChIJ1QeCRwBP4joREfC3TV5tP5M,6.7726137,80.0039621,5.0,2,"restaurant, food, point_of_interest, establishment","344, A, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,1
O2 foods,ChIJ1dpKHwBP4joR6ngWv6d_qB0,6.7731948,80.0017854,3.0,2,"restaurant, food, point_of_interest, establishment","85/B,silwer welly waththa, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,0
Galabada Lake,ChIJN-9g1CNP4joR0ruBf0K9E3M,6.773194999999999,80.0017885,3.0,2,"restaurant, food, point_of_interest, establishment","Q2F2+7PF Bus Stop, Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
Canterbury Golf Club,ChIJTXj5DQBN4joRyUEcwDFnOJ8,6.7693582,80.0130197,4.5,2,"restaurant, food, point_of_interest, establishment","Q297+P6R, Sri Lanka",OPERATIONAL,N/A,+94 70 629 9122,42
Romet Digital,ChIJS6DRsYBO4joRghFcp6IHrks,6.773862900000001,80.0036798,3.0,2,"restaurant, food, point_of_interest, establishment","Polgasowita, Sri Lanka",OPERATIONAL,N/A,N/A,0
සුපිරි food,ChIJLXnq1OdN4joRhupzz6BX2ns,6.746084799999999,80.0245814,3.0,2,"restaurant, food, point_of_interest, establishment","42B B84, Gonapola, Sri Lanka",OPERATIONAL,N/A,N/A,0
කටගැස්ම Food Corner,ChIJ0zwaeLJP4joRZAWg1nil2bs,6.7747438,80.0033593,5.0,2,"restaurant, food, point_of_interest, establishment","352 Colombo - Horana Rd, Gonapola, Sri Lanka",OPERATIONAL,N/A,+94 70 120 1302,3
